stock_code,n_samples,corr_Z_X1_Y,corr_Z_X2_Y,corr_Z_final_Y,Z_X1_std,Z_X2_std,Y_std,Y_mean
300254,238,0.024587072303212835,-0.3085214608804066,-0.31717787599215985,1.1934175408056626,1.460430182065857,0.015828378,-0.00041990445
300030,238,-0.03693137102815193,-0.16613324369376162,-0.19412386326609932,1.1499693770430208,1.4216133299207736,0.015011476,-0.00092791684
300106,238,0.11759403557648831,-0.12601074048912042,-0.11885413815570849,1.259706711229609,1.6900515925474087,0.02094148,0.0016631158
002591,238,-0.001090726833292489,-0.06168759667415631,-0.06766121837765902,1.1792354836048249,1.6751143897184735,0.0142093375,0.0013382831
002247,238,0.06308008975117432,-0.06947511351615557,-0.06161696400389861,1.1114689842874468,1.2393019105847671,0.011144426,0.0008396326
002494,230,0.04922253726766376,-0.053142217392455796,-0.04715056091327784,1.1855626420801946,1.2885191949408068,0.012467721,0.0006537036
300163,237,-0.15356931772045718,0.0024279078494027634,-0.02822073279102816,1.1976066075178209,1.6470104083342156,0.017374841,0.00025837406
603616,238,0.037138975305951304,-0.02382118908665559,-0.019222833381048462,1.1975614556658711,1.6429209072771849,0.017527828,0.00045338774
